RQ Manager 1.2 RQ Study Results
StudyName	TKKO denervation 2d MyoD MyoG analysed.sdm
Operator	

Well	PlateID	Sample	Detector	Task	Ct	delta Rn	delta Ct	Ct Avg	Ct SD	Avg Delta Ct	delta Ct SD	Endo Ct Avg	Endo Ct SD	delta delta Ct	RQ	RQ Min	RQ Max	Baseline Type	Baseline Start	Baseline Stop	Threshold Type	Threshold	Instrument	Well Status	Rejected	
133		0,1 ng Standard	Myog	Target	31.502787	3.995581	12.722954			12.824921	0.07470906			-0.036177635	1.0253935	0.61331576	1.71434	Automatic			Automatic	0.61882204	279002397			
134		0,01ng Standard	18S rRNA	Endogenous Control	22.543266	2.59017												Automatic			Automatic	0.11422344	279002397			
134		0,01ng Standard	Myog	Target	35.513428	2.6808963	12.970161			12.861098	0.18899146			0.0	1.0	0.2724927	3.669823	Automatic			Automatic	0.61882204	279002397			
135		0,01ng Standard	18S rRNA	Endogenous Control	22.48129	2.631193												Automatic			Automatic	0.11422344	279002397			
135		0,01ng Standard	Myog	Target	34.974438	2.9406147	12.493147			12.861098	0.18899146			0.0	1.0	0.2724927	3.669823	Automatic			Automatic	0.61882204	279002397			
136		0,01ng Standard	18S rRNA	Endogenous Control	22.329918	2.6880794												Automatic			Automatic	0.11422344	279002397			
136		0,01ng Standard	Myog	Target	35.449905	2.7450817	13.1199875			12.861098	0.18899146			0.0	1.0	0.2724927	3.669823	Automatic			Automatic	0.61882204	279002397			
137		c +/+ 14701	18S rRNA	Endogenous Control	11.746584	2.9870133												Automatic			Automatic	0.11422344	279002397			
137		c +/+ 14701	Myog	Target	30.910818	4.0310974	19.164234			19.627453	0.39195853			6.7663546	0.009185955	6.1955425E-4	0.13619752	Automatic			Automatic	0.61882204	279002397			
138		c +/+ 14701	18S rRNA	Endogenous Control	11.652687	2.9900594												Automatic			Automatic	0.11422344	279002397			
138		c +/+ 14701	Myog	Target	30.964058	4.058998	19.31137			19.627453	0.39195853			6.7663546	0.009185955	6.1955425E-4	0.13619752	Automatic			Automatic	0.61882204	279002397			
139		c +/+ 14701	18S rRNA	Endogenous Control	10.598851	3.30923												Automatic			Automatic	0.11422344	279002397			
139		c +/+ 14701	Myog	Target	31.005604	4.015038	20.406754			19.627453	0.39195853			6.7663546	0.009185955	6.1955425E-4	0.13619752	Automatic			Automatic	0.61882204	279002397			
140		d +/+ 14701	18S rRNA	Endogenous Control	11.856433	2.8835886												Automatic			Automatic	0.11422344	279002397			
140		d +/+ 14701	Myog	Target	24.640547	4.6174192	12.784114			12.862402	0.044553347			0.0013036728	0.99909675	0.73535424	1.3574333	Automatic			Automatic	0.61882204	279002397			
141		d +/+ 14701	18S rRNA	Endogenous Control	11.740566	2.8795533												Automatic			Automatic	0.11422344	279002397			
141		d +/+ 14701	Myog	Target	24.605257	4.5441093	12.864691			12.862402	0.044553347			0.0013036728	0.99909675	0.73535424	1.3574333	Automatic			Automatic	0.61882204	279002397			
142		d +/+ 14701	18S rRNA	Endogenous Control	11.768078	2.9388103												Automatic			Automatic	0.11422344	279002397			
142		d +/+ 14701	Myog	Target	24.706478	4.567084	12.9384			12.862402	0.044553347			0.0013036728	0.99909675	0.73535424	1.3574333	Automatic			Automatic	0.61882204	279002397			
146		c -/- 14611	18S rRNA	Endogenous Control	11.487639	3.1808918												Automatic			Automatic	0.11422344	279002397			
146		c -/- 14611	Myog	Target	31.089108	3.9853904	19.601467			19.54509	0.09931576			6.6839914	0.009725638	0.004911281	0.01925934	Automatic			Automatic	0.61882204	279002397			
147		c -/- 14611	18S rRNA	Endogenous Control	11.682682	3.1374931												Automatic			Automatic	0.11422344	279002397			
147		c -/- 14611	Myog	Target	31.034637	3.990476	19.351955			19.54509	0.09931576			6.6839914	0.009725638	0.004911281	0.01925934	Automatic			Automatic	0.61882204	279002397			
148		c -/- 14611	18S rRNA	Endogenous Control	11.439307	3.2321777												Automatic			Automatic	0.11422344	279002397			
148		c -/- 14611	Myog	Target	31.121153	4.0156264	19.681847			19.54509	0.09931576			6.6839914	0.009725638	0.004911281	0.01925934	Automatic			Automatic	0.61882204	279002397			
149		d -/- 14611	18S rRNA	Endogenous Control	12.075577	2.942203												Automatic			Automatic	0.11422344	279002397			
149		d -/- 14611	Myog	Target	25.821714	4.483752	13.746138			13.646933	0.087833494			0.7858343	0.58001643	0.31697303	1.0613492	Automatic			Automatic	0.61882204	279002397			
150		d -/- 14611	18S rRNA	Endogenous Control	12.314225	2.778063												Automatic			Automatic	0.11422344	279002397			
150		d -/- 14611	Myog	Target	25.786005	4.4160275	13.47178			13.646933	0.087833494			0.7858343	0.58001643	0.31697303	1.0613492	Automatic			Automatic	0.61882204	279002397			
151		d -/- 14611	18S rRNA	Endogenous Control	12.155849	2.866997												Automatic			Automatic	0.11422344	279002397			
151		d -/- 14611	Myog	Target	25.87873	4.3914437	13.722881			13.646933	0.087833494			0.7858343	0.58001643	0.31697303	1.0613492	Automatic			Automatic	0.61882204	279002397			
152		c -/- 14700	18S rRNA	Endogenous Control	12.319039	2.9400725												Automatic			Automatic	0.11422344	279002397			
152		c -/- 14700	Myog	Target	30.793978	4.024279	18.474937			18.586843	0.05900209			5.725745	0.018896395	0.012592148	0.028356856	Automatic			Automatic	0.61882204	279002397			
153		c -/- 14700	18S rRNA	Endogenous Control	12.214555	3.023549												Automatic			Automatic	0.11422344	279002397			
153		c -/- 14700	Myog	Target	30.82492	4.0558567	18.610367			18.586843	0.05900209			5.725745	0.018896395	0.012592148	0.028356856	Automatic			Automatic	0.61882204	279002397			
154		c -/- 14700	18S rRNA	Endogenous Control	12.125547	3.0186408												Automatic			Automatic	0.11422344	279002397			
154		c -/- 14700	Myog	Target	30.800772	4.001248	18.675224			18.586843	0.05900209			5.725745	0.018896395	0.012592148	0.028356856	Automatic			Automatic	0.61882204	279002397			
155		d -/- 14700	18S rRNA	Endogenous Control	12.229727	2.7654357												Automatic			Automatic	0.11422344	279002397			
155		d -/- 14700	Myog	Target	25.49616	4.3766294	13.266434			13.379171	0.090038486			0.5180731	0.6983039	0.37587088	1.2973293	Automatic			Automatic	0.61882204	279002397			
156		d -/- 14700	18S rRNA	Endogenous Control	12.023888	2.818137												Automatic			Automatic	0.11422344	279002397			
156		d -/- 14700	Myog	Target	25.581036	4.358705	13.557148			13.379171	0.090038486			0.5180731	0.6983039	0.37587088	1.2973293	Automatic			Automatic	0.61882204	279002397			
157		d -/- 14700	18S rRNA	Endogenous Control	12.198912	2.812854												Automatic			Automatic	0.11422344	279002397			
157		d -/- 14700	Myog	Target	25.512844	4.3602786	13.313932			13.379171	0.090038486			0.5180731	0.6983039	0.37587088	1.2973293	Automatic			Automatic	0.61882204	279002397			
158		c -/- 14702	18S rRNA	Endogenous Control	12.189581	2.95118												Automatic			Automatic	0.11422344	279002397			
158		c -/- 14702	Myog	Target	30.75263	3.9911602	18.56305			18.474016	0.044581402			5.612918	0.020433528	0.015036563	0.027767584	Automatic			Automatic	0.61882204	279002397			
159		c -/- 14702	18S rRNA	Endogenous Control	12.262503	2.9263592												Automatic			Automatic	0.11422344	279002397			
159		c -/- 14702	Myog	Target	30.68783	3.9863343	18.425327			18.474016	0.044581402			5.612918	0.020433528	0.015036563	0.027767584	Automatic			Automatic	0.61882204	279002397			
160		c -/- 14702	18S rRNA	Endogenous Control	12.405329	2.909154												Automatic			Automatic	0.11422344	279002397			
160		c -/- 14702	Myog	Target	30.839003	3.9907606	18.433674			18.474016	0.044581402			5.612918	0.020433528	0.015036563	0.027767584	Automatic			Automatic	0.61882204	279002397			
161		d -/- 14702	18S rRNA	Endogenous Control	10.761507	3.1058817												Automatic			Automatic	0.11422344	279002397			
161		d -/- 14702	Myog	Target	24.726044	4.4713893	13.964537			13.502281	0.23112945			0.6411829	0.641187	0.13075098	3.1443036	Automatic			Automatic	0.61882204	279002397			
162		d -/- 14702	18S rRNA	Endogenous Control	11.455484	2.8093874												Automatic			Automatic	0.11422344	279002397			
162		d -/- 14702	Myog	Target	24.725027	4.4357843	13.269543			13.502281	0.23112945			0.6411829	0.641187	0.13075098	3.1443036	Automatic			Automatic	0.61882204	279002397			
163		d -/- 14702	18S rRNA	Endogenous Control	11.547416	2.780029												Automatic			Automatic	0.11422344	279002397			
163		d -/- 14702	Myog	Target	24.82018	4.39207	13.272765			13.502281	0.23112945			0.6411829	0.641187	0.13075098	3.1443036	Automatic			Automatic	0.61882204	279002397			
164		c -/- 14671	18S rRNA	Endogenous Control	12.746713	2.9559572												Automatic			Automatic	0.11422344	279002397			
164		c -/- 14671	Myog	Target	31.004848	4.0259514	18.258137			18.349264	0.16852833			5.488166	0.022279091	0.00698859	0.071024045	Automatic			Automatic	0.61882204	279002397			
165		c -/- 14671	18S rRNA	Endogenous Control	12.714837	2.9833667												Automatic			Automatic	0.11422344	279002397			
165		c -/- 14671	Myog	Target	30.828638	4.018495	18.1138			18.349264	0.16852833			5.488166	0.022279091	0.00698859	0.071024045	Automatic			Automatic	0.61882204	279002397			
166		c -/- 14671	18S rRNA	Endogenous Control	12.28731	3.157867												Automatic			Automatic	0.11422344	279002397			
166		c -/- 14671	Myog	Target	30.963167	4.060782	18.675858			18.349264	0.16852833			5.488166	0.022279091	0.00698859	0.071024045	Automatic			Automatic	0.61882204	279002397			
170		d -/- 14671	18S rRNA	Endogenous Control	11.640891	3.0814052												Automatic			Automatic	0.11422344	279002397			
170		d -/- 14671	Myog	Target	25.644062	4.470106	14.003171			13.731258	0.13600853			0.8701601	0.5470861	0.21463788	1.3944567	Automatic			Automatic	0.61882204	279002397			
171		d -/- 14671	18S rRNA	Endogenous Control	12.050307	2.923967												Automatic			Automatic	0.11422344	279002397			
171		d -/- 14671	Myog	Target	25.652138	4.450212	13.6018305			13.731258	0.13600853			0.8701601	0.5470861	0.21463788	1.3944567	Automatic			Automatic	0.61882204	279002397			
172		d -/- 14671	18S rRNA	Endogenous Control	12.029114	2.8807564												Automatic			Automatic	0.11422344	279002397			
172		d -/- 14671	Myog	Target	25.617887	4.413748	13.588774			13.731258	0.13600853			0.8701601	0.5470861	0.21463788	1.3944567	Automatic			Automatic	0.61882204	279002397			
173		c -/- 14816	18S rRNA	Endogenous Control	11.62707	3.1317122												Automatic			Automatic	0.11422344	279002397			
173		c -/- 14816	Myog	Target	30.598988	4.104034	18.971916			18.80386	0.08411676			5.9427614	0.01625738	0.009114588	0.028997736	Automatic			Automatic	0.61882204	279002397			
174		c -/- 14816	18S rRNA	Endogenous Control	11.894558	3.10031												Automatic			Automatic	0.11422344	279002397			
174		c -/- 14816	Myog	Target	30.621084	4.0955105	18.726526			18.80386	0.08411676			5.9427614	0.01625738	0.009114588	0.028997736	Automatic			Automatic	0.61882204	279002397			
175		c -/- 14816	18S rRNA	Endogenous Control	11.825906	3.061786												Automatic			Automatic	0.11422344	279002397			
175		c -/- 14816	Myog	Target	30.539043	4.088856	18.713139			18.80386	0.08411676			5.9427614	0.01625738	0.009114588	0.028997736	Automatic			Automatic	0.61882204	279002397			
176		d -/- 14816	18S rRNA	Endogenous Control	12.331125	2.8546662												Automatic			Automatic	0.11422344	279002397			
176		d -/- 14816	Myog	Target	25.65159	4.4222	13.320465			13.280182	0.043812506			0.4190836	0.74789953	0.55328095	1.010976	Automatic			Automatic	0.61882204	279002397			
177		d -/- 14816	18S rRNA	Endogenous Control	12.334978	2.8659542												Automatic			Automatic	0.11422344	279002397			
177		d -/- 14816	Myog	Target	25.662409	4.418004	13.327431			13.280182	0.043812506			0.4190836	0.74789953	0.55328095	1.010976	Automatic			Automatic	0.61882204	279002397			
178		d -/- 14816	18S rRNA	Endogenous Control	12.448905	2.830946												Automatic			Automatic	0.11422344	279002397			
178		d -/- 14816	Myog	Target	25.641554	4.433799	13.192649			13.280182	0.043812506			0.4190836	0.74789953	0.55328095	1.010976	Automatic			Automatic	0.61882204	279002397			
179		c +/+ 14673	18S rRNA	Endogenous Control	12.512529	3.013479												Automatic			Automatic	0.11422344	279002397			
179		c +/+ 14673	Myog	Target	31.448467	3.9256687	18.935938			19.060944	0.06641917			6.1998453	0.013603811	0.008614334	0.021483226	Automatic			Automatic	0.61882204	279002397			
180		c +/+ 14673	18S rRNA	Endogenous Control	12.584034	2.985284												Automatic			Automatic	0.11422344	279002397			
180		c +/+ 14673	Myog	Target	31.668564	3.8795083	19.08453			19.060944	0.06641917			6.1998453	0.013603811	0.008614334	0.021483226	Automatic			Automatic	0.61882204	279002397			
181		c +/+ 14673	18S rRNA	Endogenous Control	12.500236	2.9953635												Automatic			Automatic	0.11422344	279002397			
181		c +/+ 14673	Myog	Target	31.6626	3.863133	19.162365			19.060944	0.06641917			6.1998453	0.013603811	0.008614334	0.021483226	Automatic			Automatic	0.61882204	279002397			
182		d +/+ 14673	18S rRNA	Endogenous Control	12.0894165	2.872733												Automatic			Automatic	0.11422344	279002397			
182		d +/+ 14673	Myog	Target	25.315601	4.359506	13.226185			13.067055	0.09284271			0.20595646	0.86696374	0.45773804	1.6420442	Automatic			Automatic	0.61882204	279002397			
183		d +/+ 14673	18S rRNA	Endogenous Control	12.218712	2.8553789												Automatic			Automatic	0.11422344	279002397			
183		d +/+ 14673	Myog	Target	25.289072	4.420327	13.07036			13.067055	0.09284271			0.20595646	0.86696374	0.45773804	1.6420442	Automatic			Automatic	0.61882204	279002397			
184		d +/+ 14673	18S rRNA	Endogenous Control	12.136047	3.9108772												Automatic			Automatic	0.11422344	279002397			
184		d +/+ 14673	Myog	Target	25.040667	5.785522	12.904619			13.067055	0.09284271			0.20595646	0.86696374	0.45773804	1.6420442	Automatic			Automatic	0.61882204	279002397			
185		c +/+ 14698	18S rRNA	Endogenous Control	12.469965	3.072489												Automatic			Automatic	0.11422344	279002397			
185		c +/+ 14698	Myog	Target	31.667868	3.9005704	19.197903			19.109924	0.078047805			6.248826	0.013149703	0.0076866015	0.022495596	Automatic			Automatic	0.61882204	279002397			
186		c +/+ 14698	18S rRNA	Endogenous Control	12.5481415	3.0540488												Automatic			Automatic	0.11422344	279002397			
186		c +/+ 14698	Myog	Target	31.50241	3.9032562	18.95427			19.109924	0.078047805			6.248826	0.013149703	0.0076866015	0.022495596	Automatic			Automatic	0.61882204	279002397			
187		c +/+ 14698	18S rRNA	Endogenous Control	12.566527	3.0619905												Automatic			Automatic	0.11422344	279002397			
187		c +/+ 14698	Myog	Target	31.744127	3.8778362	19.1776			19.109924	0.078047805			6.248826	0.013149703	0.0076866015	0.022495596	Automatic			Automatic	0.61882204	279002397			
188		d +/+ 14698	18S rRNA	Endogenous Control	11.519326	2.7146769												Automatic			Automatic	0.11422344	279002397			
188		d +/+ 14698	Myog	Target	24.221077	4.4458485	12.701751			13.107097	0.27576536			0.24599838	0.84323204	0.12648812	5.6213994	Automatic			Automatic	0.61882204	279002397			
189		d +/+ 14698	18S rRNA	Endogenous Control	10.601816	3.0952497												Automatic			Automatic	0.11422344	279002397			
189		d +/+ 14698	Myog	Target	24.235485	4.492332	13.633669			13.107097	0.27576536			0.24599838	0.84323204	0.12648812	5.6213994	Automatic			Automatic	0.61882204	279002397			
190		d +/+ 14698	18S rRNA	Endogenous Control	11.256896	2.8835733												Automatic			Automatic	0.11422344	279002397			
190		d +/+ 14698	Myog	Target	24.242767	4.5130296	12.985871			13.107097	0.27576536			0.24599838	0.84323204	0.12648812	5.6213994	Automatic			Automatic	0.61882204	279002397			
194		c +/+ 14668	18S rRNA	Endogenous Control	12.439414	3.1779563												Automatic			Automatic	0.11422344	279002397			
194		c +/+ 14668	Myog	Target	30.99996	4.0972366	18.560547			18.820192	0.16928497			5.959094	0.016074369	0.0050160913	0.051511295	Automatic			Automatic	0.61882204	279002397			
195		c +/+ 14668	18S rRNA	Endogenous Control	11.818816	3.3599944												Automatic			Automatic	0.11422344	279002397			
195		c +/+ 14668	Myog	Target	30.957006	4.123722	19.138191			18.820192	0.16928497			5.959094	0.016074369	0.0050160913	0.051511295	Automatic			Automatic	0.61882204	279002397			
196		c +/+ 14668	18S rRNA	Endogenous Control	12.327046	3.2340748												Automatic			Automatic	0.11422344	279002397			
196		c +/+ 14668	Myog	Target	31.088884	4.0923314	18.761837			18.820192	0.16928497			5.959094	0.016074369	0.0050160913	0.051511295	Automatic			Automatic	0.61882204	279002397			
197		d +/+ 14668	18S rRNA	Endogenous Control	11.757752	2.9438136												Automatic			Automatic	0.11422344	279002397			
197		d +/+ 14668	Myog	Target	25.043457	4.4826255	13.285705			13.149848	0.124297075			0.2887497	0.8186112	0.34811148	1.9250278	Automatic			Automatic	0.61882204	279002397			
198		d +/+ 14668	18S rRNA	Endogenous Control	12.1126375	2.869396												Automatic			Automatic	0.11422344	279002397			
198		d +/+ 14668	Myog	Target	25.014261	4.5078526	12.901624			13.149848	0.124297075			0.2887497	0.8186112	0.34811148	1.9250278	Automatic			Automatic	0.61882204	279002397			
199		d +/+ 14668	18S rRNA	Endogenous Control	11.764185	2.9244082												Automatic			Automatic	0.11422344	279002397			
199		d +/+ 14668	Myog	Target	25.0264	4.42618	13.262215			13.149848	0.124297075			0.2887497	0.8186112	0.34811148	1.9250278	Automatic			Automatic	0.61882204	279002397			
200		c +/+ 14807	18S rRNA	Endogenous Control	11.853129	3.1353893												Automatic			Automatic	0.11422344	279002397			
200		c +/+ 14807	Myog	Target	31.63481	3.909127	19.781681			20.118979	0.36967033			7.25788	0.0065337173	5.136952E-4	0.08310274	Automatic			Automatic	0.61882204	279002397			
201		c +/+ 14807	18S rRNA	Endogenous Control	10.846441	3.4481												Automatic			Automatic	0.11422344	279002397			
201		c +/+ 14807	Myog	Target	31.703842	3.9273098	20.8574			20.118979	0.36967033			7.25788	0.0065337173	5.136952E-4	0.08310274	Automatic			Automatic	0.61882204	279002397			
202		c +/+ 14807	18S rRNA	Endogenous Control	11.888529	3.1409883												Automatic			Automatic	0.11422344	279002397			
202		c +/+ 14807	Myog	Target	31.606384	3.9164753	19.717855			20.118979	0.36967033			7.25788	0.0065337173	5.136952E-4	0.08310274	Automatic			Automatic	0.61882204	279002397			
203		d +/+ 14807	18S rRNA	Endogenous Control	12.198488	2.819636												Automatic			Automatic	0.11422344	279002397			
203		d +/+ 14807	Myog	Target	25.326248	4.4136367	13.12776			13.054931	0.041422755			0.1938324	0.87428015	0.6574957	1.1625413	Automatic			Automatic	0.61882204	279002397			
204		d +/+ 14807	18S rRNA	Endogenous Control	12.243506	2.8111527												Automatic			Automatic	0.11422344	279002397			
204		d +/+ 14807	Myog	Target	25.296219	4.4009852	13.052712			13.054931	0.041422755			0.1938324	0.87428015	0.6574957	1.1625413	Automatic			Automatic	0.61882204	279002397			
205		d +/+ 14807	18S rRNA	Endogenous Control	12.386806	2.7599537												Automatic			Automatic	0.11422344	279002397			
205		d +/+ 14807	Myog	Target	25.371124	4.346244	12.984319			13.054931	0.041422755			0.1938324	0.87428015	0.6574957	1.1625413	Automatic			Automatic	0.61882204	279002397			
206		NTC	18S rRNA	Endogenous Control	27.795742	2.1006303												Automatic			Automatic	0.11422344	279002397			
206		NTC	Myog	Target	Undetermined	0.0056559704	12.204258			12.083299	0.0778563			-0.7777996	1.7145139	1.003533	2.929209	Automatic			Automatic	0.61882204	279002397			
207		NTC	18S rRNA	Endogenous Control	27.892262	2.1071699												Automatic			Automatic	0.11422344	279002397			
207		NTC	Myog	Target	Undetermined	0.0073883208	12.1077385			12.083299	0.0778563			-0.7777996	1.7145139	1.003533	2.929209	Automatic			Automatic	0.61882204	279002397			
208		NTC	18S rRNA	Endogenous Control	28.062101	2.1095946												Automatic			Automatic	0.11422344	279002397			
208		NTC	Myog	Target	Undetermined	0.0069427984	11.937899			12.083299	0.0778563			-0.7777996	1.7145139	1.003533	2.929209	Automatic			Automatic	0.61882204	279002397			
209		wasser control ntc	18S rRNA	Endogenous Control	36.95458	0.523385												Automatic			Automatic	0.11422344	279002397			
209		wasser control ntc	Myog	Target	Undetermined	0.011473768	3.0454216			3.601308	0.27987966			-9.25979	613.02	89.38922	4204.014	Automatic			Automatic	0.61882204	279002397			
210		wasser control ntc	18S rRNA	Endogenous Control	36.177673	0.76026416												Automatic			Automatic	0.11422344	279002397			
210		wasser control ntc	Myog	Target	Undetermined	0.009438115	3.8223267			3.601308	0.27987966			-9.25979	613.02	89.38922	4204.014	Automatic			Automatic	0.61882204	279002397			
211		wasser control ntc	18S rRNA	Endogenous Control	36.063824	0.7784998												Automatic			Automatic	0.11422344	279002397			
211		wasser control ntc	Myog	Target	Undetermined	0.017305171	3.9361763			3.601308	0.27987966			-9.25979	613.02	89.38922	4204.014	Automatic			Automatic	0.61882204	279002397			

Summary Data for Study TKKO denervation 2d MyoD MyoG analysed.sdm
Endogenous Control	18S rRNA
Calibrator	0,01ng Standard
Multiplicity	Multiplex
PlateID	Sample	Detector	Avg delta Ct	delta Ct SD	delta delta Ct	RQ	RQ Min	RQ Max	Threshold	Sample Status
	20 ng standard	18S rRNA							0.11422344	
	10 ng Standard	18S rRNA							0.11422344	
	1ng standard	18S rRNA							0.11422344	
	0,1 ng Standard	18S rRNA							0.11422344	
	0,01ng Standard	18S rRNA							0.11422344	
	c +/+ 14701	18S rRNA							0.11422344	
	d +/+ 14701	18S rRNA							0.11422344	
	c -/- 14611	18S rRNA							0.11422344	
	d -/- 14611	18S rRNA							0.11422344	
	c -/- 14700	18S rRNA							0.11422344	
	d -/- 14700	18S rRNA							0.11422344	
	c -/- 14702	18S rRNA							0.11422344	
	d -/- 14702	18S rRNA							0.11422344	
	c -/- 14671	18S rRNA							0.11422344	
	d -/- 14671	18S rRNA							0.11422344	
	c -/- 14816	18S rRNA							0.11422344	
	d -/- 14816	18S rRNA							0.11422344	
	c +/+ 14673	18S rRNA							0.11422344	
	d +/+ 14673	18S rRNA							0.11422344	
	c +/+ 14698	18S rRNA							0.11422344	
	d +/+ 14698	18S rRNA							0.11422344	
	c +/+ 14668	18S rRNA							0.11422344	
	d +/+ 14668	18S rRNA							0.11422344	
	c +/+ 14807	18S rRNA							0.11422344	
	d +/+ 14807	18S rRNA							0.11422344	
	NTC	18S rRNA							0.11422344	
	wasser control ntc	18S rRNA							0.11422344	
	20 ng standard	Myod1	12.778356	0.13068642	-0.7003727	1.6249245	0.6612788	3.9928389	0.19301754	
	10 ng Standard	Myod1	13.014811	0.06584167	-0.46391773	1.3792822	0.8768789	2.169535	0.19301754	
	1ng standard	Myod1	13.07956	0.048686933	-0.399168	1.3187472	0.9434107	1.8434116	0.19301754	
	0,1 ng Standard	Myod1	12.992379	0.024741184	-0.4863491	1.4008952	1.181645	1.6608266	0.19301754	
	0,01ng Standard	Myod1	13.478728	0.42324516	0.0	1.0	0.05438522	18.38735	0.19301754	
	c +/+ 14701	Myod1	16.310434	0.050684545	2.831706	0.14046611	0.09911574	0.19906755	0.19301754	
	d +/+ 14701	Myod1	12.806707	0.041058376	-0.6720209	1.5933033	1.2012388	2.113331	0.19301754	
	c -/- 14611	Myod1	16.302366	0.07459538	2.823638	0.14125384	0.084553875	0.23597558	0.19301754	
	d -/- 14611	Myod1	13.383452	0.09145412	-0.09527588	1.0682696	0.56943697	2.0040848	0.19301754	
	c -/- 14700	Myod1	16.240051	0.37486976	2.761323	0.14748877	0.011188444	1.9442323	0.19301754	
	d -/- 14700	Myod1	13.295443	0.1349295	-0.18328571	1.1354669	0.448796	2.8727646	0.19301754	
	c -/- 14702	Myod1	15.982597	0.34834337	2.503869	0.17630325	0.016051784	1.9364096	0.19301754	
	d -/- 14702	Myod1	13.11306	0.3231447	-0.3656683	1.2884784	0.13951652	11.899498	0.19301754	
	c -/- 14671	Myod1	16.523315	0.03782362	3.0445871	0.121195905	0.09342934	0.15721451	0.19301754	
	d -/- 14671	Myod1	13.918937	0.099040546	0.44020844	0.7370281	0.372892	1.45675	0.19301754	
	c -/- 14816	Myod1	15.639021	0.06793008	2.1602926	0.2237109	0.14019552	0.3569769	0.19301754	
	d -/- 14816	Myod1	12.698537	0.12052607	-0.7801914	1.7173587	0.74949414	3.935082	0.19301754	
	c +/+ 14673	Myod1	15.66124	0.05870015	2.1825113	0.22029194	0.14710303	0.32989493	0.19301754	
	d +/+ 14673	Myod1	12.903129	0.04010504	-0.5755997	1.4902968	1.1309721	1.9637835	0.19301754	
	c +/+ 14698	Myod1	15.984555	0.10500934	2.505827	0.17606415	0.085494295	0.36258075	0.19301754	
	d +/+ 14698	Myod1	13.232718	0.34459212	-0.24600983	1.1859226	0.11079672	12.693628	0.19301754	
	c +/+ 14668	Myod1	16.071102	0.13904706	2.5923738	0.16581267	0.063707456	0.43156397	0.19301754	
	d +/+ 14668	Myod1	13.163807	0.07332401	-0.31492138	1.2439438	0.75115997	2.060009	0.19301754	
	c +/+ 14807	Myod1	16.570093	0.3192064	3.0913649	0.11732929	0.013053332	1.0546091	0.19301754	
	d +/+ 14807	Myod1	12.989343	0.06581134	-0.4893856	1.4038469	0.8926821	2.2077134	0.19301754	
	NTC	Myod1	12.137467	0.03676706	-1.3412609	2.5337267	1.9674863	3.2629304	0.19301754	
	wasser control ntc	Myod1	9.49996	0.22513077	-3.9787683	15.766257	3.3505106	74.19015	0.19301754	
	20 ng standard	Myog	12.897123	0.13347866	0.036025047	0.9753385	0.38937178	2.4431283	0.61882204	
	10 ng Standard	Myog	13.0026	0.060172535	0.14150143	0.9065752	0.5992773	1.3714495	0.61882204	
	1ng standard	Myog	13.014392	0.08387316	0.15329361	0.8991953	0.5049731	1.6011786	0.61882204	
	0,1 ng Standard	Myog	12.824921	0.07470906	-0.036177635	1.0253935	0.61331576	1.71434	0.61882204	
	0,01ng Standard	Myog	12.861098	0.18899146	0.0	1.0	0.2724927	3.669823	0.61882204	
	c +/+ 14701	Myog	19.627453	0.39195853	6.7663546	0.009185955	6.1955425E-4	0.13619752	0.61882204	
	d +/+ 14701	Myog	12.862402	0.044553347	0.0013036728	0.99909675	0.73535424	1.3574333	0.61882204	
	c -/- 14611	Myog	19.54509	0.09931576	6.6839914	0.009725638	0.004911281	0.01925934	0.61882204	
	d -/- 14611	Myog	13.646933	0.087833494	0.7858343	0.58001643	0.31697303	1.0613492	0.61882204	
	c -/- 14700	Myog	18.586843	0.05900209	5.725745	0.018896395	0.012592148	0.028356856	0.61882204	
	d -/- 14700	Myog	13.379171	0.090038486	0.5180731	0.6983039	0.37587088	1.2973293	0.61882204	
	c -/- 14702	Myog	18.474016	0.044581402	5.612918	0.020433528	0.015036563	0.027767584	0.61882204	
	d -/- 14702	Myog	13.502281	0.23112945	0.6411829	0.641187	0.13075098	3.1443036	0.61882204	
	c -/- 14671	Myog	18.349264	0.16852833	5.488166	0.022279091	0.00698859	0.071024045	0.61882204	
	d -/- 14671	Myog	13.731258	0.13600853	0.8701601	0.5470861	0.21463788	1.3944567	0.61882204	
	c -/- 14816	Myog	18.80386	0.08411676	5.9427614	0.01625738	0.009114588	0.028997736	0.61882204	
	d -/- 14816	Myog	13.280182	0.043812506	0.4190836	0.74789953	0.55328095	1.010976	0.61882204	
	c +/+ 14673	Myog	19.060944	0.06641917	6.1998453	0.013603811	0.008614334	0.021483226	0.61882204	
	d +/+ 14673	Myog	13.067055	0.09284271	0.20595646	0.86696374	0.45773804	1.6420442	0.61882204	
	c +/+ 14698	Myog	19.109924	0.078047805	6.248826	0.013149703	0.0076866015	0.022495596	0.61882204	
	d +/+ 14698	Myog	13.107097	0.27576536	0.24599838	0.84323204	0.12648812	5.6213994	0.61882204	
	c +/+ 14668	Myog	18.820192	0.16928497	5.959094	0.016074369	0.0050160913	0.051511295	0.61882204	
	d +/+ 14668	Myog	13.149848	0.124297075	0.2887497	0.8186112	0.34811148	1.9250278	0.61882204	
	c +/+ 14807	Myog	20.118979	0.36967033	7.25788	0.0065337173	5.136952E-4	0.08310274	0.61882204	
